int_rate,mths_since_last_delinq,revol_util,tot_cur_bal,delinq_2yrs
15.61,16,19.4,95541,1
7.9,,16.2,58452,0
10.99,,54.1,46944,0
8.67,,19.7,26182,0
12.29,51,85.8,134140,0
16.55,29,26.4,132426,0
8.39,,34.8,32542,0
7.75,70,1.9,,0
6.24,,81.8,32305,0
12.99,57,93.4,28477,0
12.29,71,68.2,38722,0
18.25,,63.3,68097,0
7.89,16,37.9,269841,1
17.27,38,72.6,17345,0
14.98,,62.2,13335,0
6.49,,17.7,23022,0
10.99,65,87.6,50997,0
15.22,,91.9,77795,0
13.35,8,56.2,49129,1
17.1,,65.8,64151,0
12.99,,38.1,124953,0
9.99,,81,188645,0
17.57,28,97,37460,0
6.89,23,25.7,46179,1
8.6,41,70.4,24707,0
6.62,,5.4,362492,0
18.2,70,32.7,162590,0
13.11,9,0,,1
22.9,,67.7,65770,0
14.3,22,55.4,10652,2
13.33,0,18.8,6460,1
9.71,,62.9,24309,0
6.03,,30.5,201375,0
11.44,65,44.9,28762,0
6.62,57,10.9,287353,0
22.7,23,86.5,16826,1
12.59,,43.6,26198,0
15.61,,85.5,272348,0
7.26,,38,73440,0
6.24,39,6.4,157683,0
8.9,,48.9,301609,0
8.67,58,49,28088,0
11.99,,61.9,11080,0
14.65,18,71.8,359884,1
22.45,,49,24162,0
7.88,,27.8,,0
8.67,6,97.2,296566,4
22.99,64,71,78376,0
17.57,7,49.1,179994,4
13.99,40,29.5,15804,0
11.55,,92.1,110388,0
19.05,,73.1,176526,0
12.49,,54.5,66190,0
10.49,78,37.9,68806,0
16.78,21,38.8,165584,1
8.18,3,84.2,130713,3
18.84,,80.7,232978,0
18.84,27,48.6,79047,0
19.99,79,37.3,34162,0
10.16,,59.6,235848,0
9.17,,73,10458,0
12.29,22,54,55540,1
12.69,,71,343806,0
8.18,17,65.5,24143,3
6.49,47,47.1,265873,0
10.74,,86.4,,0
13.99,45,57.4,210367,0
9.76,,45.6,,0
11.49,,67.9,25567,0
13.48,,37.3,,0
13.33,18,33.4,66130,1
9.76,,60.6,223610,0
15.31,,75.2,,0
17.57,51,55.8,164710,0
19.05,44,89.3,42300,0
18.54,42,62.1,20079,0
10.99,16,47.8,430407,1
18.49,,47.8,36532,0
12.12,,49.4,466541,0
12.69,70,20.4,11176,0
7.89,69,43.5,526803,0
9.17,54,52,34243,1
13.33,,78,284263,0
15.61,17,14.2,132439,1
10.99,,42.2,84324,0
12.69,,30.6,32928,0
16.2,34,16.6,11544,0
13.33,,89.6,50556,0
14.47,,43.7,22419,0
12.99,16,65.1,170052,1
14.99,60,88,564632,0
7.89,,16.1,116819,0
20.49,74,46.1,41623,0
11.53,,13,146861,0
19.52,,74.6,212602,0
9.99,5,34.5,194564,5
10.99,47,52,79803,0
17.86,,80.7,46986,0
15.99,,89.1,159910,0
10.99,9,33.6,100162,1
13.33,,73.2,388955,0
13.11,50,80.5,144051,0
7.26,14,75.7,30226,2
6.24,,22.1,216163,0
17.27,,65.1,13934,0
11.53,18,62.2,39135,2
16.02,,13.4,,0
13.99,8,35.3,328031,3
12.49,,49,5392,0
13.66,41,26,10930,0
8.18,42,70.9,14472,0
10.99,69,78.5,234520,0
16.49,71,46.3,26710,0
16.59,,97.7,212488,0
11.99,,76.3,651840,0
14.98,11,72.6,68559,1
25.83,,75.2,51556,0
15.59,59,51,47877,0
8.19,23,76.3,184481,1
15.61,34,86.8,12458,0
9.17,3,83.9,311983,1
8.9,,26.5,424260,0
12.29,5,65.1,152122,2
5.93,41,17.5,166383,0
21.99,28,54.2,143493,0
8.39,,39.1,185573,0
11.14,37,5.1,,0
6.39,61,63.7,355321,0
10.99,,55.2,347885,0
12.69,17,22.9,12923,1
13.11,66,65.6,150567,0
10.16,,39.9,37531,0
12.05,52,65.7,118868,0
12.29,38,65.9,388100,0
6.24,37,83.2,835699,0
12.39,,88.2,36225,0
12.35,,73.9,130443,0
10.99,32,50.2,179677,0
14.33,,49.3,95495,0
15.61,32,100.8,83589,0
9.17,,67.3,7339,0
18.55,4,41.4,166792,3
14.09,,67.3,20417,0
17.57,18,48.2,61874,1
12.21,,76.9,,0
8.39,,53.6,194700,0
18.49,65,13.4,27831,0
16.78,,39.7,395561,0
16.55,,46.4,154511,0
9.91,,3.4,,0
12.49,22,83.4,83364,1
12.49,35,59.5,177941,0
7.69,,34,117578,0
17.86,,54.6,25803,0
9.17,25,0.6,129267,0
19.2,,77.2,384502,0
8.18,48,95,87510,0
15.27,,61.5,,0
16.29,,77.6,,0
11.67,,68.3,76009,0
6.24,36,21,165649,0
17.27,9,22.9,97508,1
10.99,19,39.3,203077,1
9.99,,61,41204,0
22.47,18,69.1,61423,1
11.14,,79.7,96630,0
18.75,74,87.4,81217,0
13.98,4,42.9,418469,3
14.65,70,37.3,81066,0
20.49,67,50.7,12671,0
14.99,,63.3,120063,0
7.9,70,42.6,352157,0
7.89,74,54.2,100975,0
14.99,35,82.1,446419,0
12.85,,85.5,10949,0
8.39,66,47,108674,0
9.49,,80.6,178874,0
11.99,,49.6,75952,0
11.67,,73.4,386286,0
20.99,,95.1,250688,0
17.57,,38,38180,0
16.59,8,54.1,272311,2
7.62,,68.6,494973,0
20.31,5,47.8,94507,4
14.16,32,23.4,125648,0
10.99,17,58.5,281464,1
21.49,,95.7,44231,0
19.22,,59.2,,0
13.98,33,83.7,151538,0
15.31,,46.2,,0
5.32,6,30.6,341567,2
21.48,,71.1,175775,0
11.53,,78.2,144309,0
11.12,56,94.2,,0
14.48,,26,4400,2
19.99,,45.3,106423,0
8.9,,8.2,75948,0
12.99,21,66,20148,1
15.61,43,37.9,246144,0
23.63,36,68.2,44369,0
13.18,32,28.7,55973,0
12.35,,56.1,178029,0
14.47,10,85.4,114708,1
6.03,,43.7,151012,0
17.57,40,60.6,16777,0
7.89,11,25.6,36866,1
16.49,18,22.8,,4
12.49,19,65.2,299608,1
7.69,9,83.1,45572,1
7.89,,55.1,158989,0
23.63,,85.7,,0
12.12,65,75.3,113095,0
8.18,,56,44208,0
11.99,,43,11027,0
12.69,,26.1,59979,0
7.88,,55.3,,0
5.32,65,20.5,35071,0
18.49,27,72.9,124799,0
18.25,,56.4,37696,0
8.18,38,45.8,40608,0
11.49,44,32.6,51948,0
10.64,,5.4,620270,0
10.99,6,36.5,26766,1
15.31,,63.7,,0
13.66,,80.9,32652,0
18.85,,78.7,33818,0
10.99,,82.5,76550,0
10.99,,77.1,44451,0
19.52,40,33,21945,0
13.65,48,46.3,116259,0
14.65,47,34.3,,0
11.53,,51.2,7061,0
17.86,12,32.6,151685,1
14.98,13,42.8,167851,1
21.99,69,45.6,70837,0
19.72,,80.6,14268,0
5.32,33,27,261259,0
13.99,,49.4,16033,0
11.99,27,94.9,288329,0
13.35,7,38.2,54706,1
16.2,,4.9,9056,0
16.99,,84,348626,0
18.54,8,50.7,45865,1
15.61,,74.8,21280,0
12.88,,65.2,223544,0
17.86,,93.5,261032,0
13.35,46,80.6,,0
10.15,,42.5,235632,0
7.12,,81,364909,0
9.17,40,90.6,141877,0
7.89,,13.5,6761,0
18.2,39,20.4,18869,0
9.17,44,57,32640,0
15.61,,76.8,263712,0
12.29,76,15,248089,0
14.65,4,71.7,37260,1
9.91,,18.1,,0
13.66,15,35,228774,1
9.99,22,54.6,45883,1
20.2,,86.3,13121,0
6.49,,72.4,350732,0
20.99,44,46.5,166889,0
17.86,,56.5,29703,0
11.99,,38,177281,0
16.29,10,38.3,222443,1
15.99,,79.9,360979,0
7.9,5,44.1,212872,5
13.67,66,12.4,68357,0
22.4,41,84,164776,0
7.26,,25.4,98807,0
9.99,6,79.5,235508,1
12.12,20,80.2,50474,1
24.5,,85,234682,0
18.75,,58.8,20741,0
23.43,,41.7,23237,0
16.59,,33,48394,0
14.99,47,95,61907,0
12.12,80,50.8,86329,0
13.04,,50.7,,0
11.99,43,69.8,135082,0
12.29,,67.1,56873,0
16.29,,60.1,22106,0
13.67,,12.3,462933,0
14.09,,65.2,15510,0
13.33,,25.4,74691,0
19.2,0,72,255778,3
5.32,67,4.1,294297,0
5.32,14,30.4,135901,1
13.99,32,59.5,183983,0
17.57,55,80.6,199846,0
6.62,,15.5,317646,0
12.49,72,59.3,156911,0
17.27,,81,47832,0
14.99,,86,52473,0
18.2,77,79.4,81462,0
8.9,,46.1,29658,0
19.52,4,78.2,260520,1
7.62,,72,348512,0
5.32,,68.8,61315,0
17.77,27,66,137441,0
12.69,31,28.7,,0
16.78,,29.3,33041,0
7.89,,15.4,527543,0
14.09,,70.7,37884,0
11.49,8,41.4,169729,2
18.92,,65.1,8119,0
14.09,,46.7,114420,0
8.19,17,13.8,1411,3
13.99,,50,46676,0
13.67,36,37.5,60679,0
15.61,19,26,436995,1
9.99,,91.2,59644,0
19.52,16,68.6,64953,3
18.99,11,70.5,69802,1
9.99,42,84.4,25131,0
8.9,,52,,0
17.76,,82.6,265685,0
11.44,82,92.2,23813,0
16.55,,27.5,15626,0
19.99,55,37.2,5889,0
16.24,44,45.4,322759,0
12.29,,28,48765,0
13.99,,49.2,29013,0
11.53,,54.9,291926,0
6.92,3,54.6,18006,1
23.99,,44.3,62317,0
17.77,13,48,23593,1
7.62,,21,13754,1
16.55,21,57.6,52999,1
9.17,,38.2,601899,0
13.99,6,55.9,410058,1
7.69,,50.1,39814,0
7.62,,15.5,417126,0
11.67,9,53.1,271968,2
15.31,,33.9,18329,0
10.99,22,91.6,116382,1
17.57,5,47.7,371709,4
13.35,40,80.1,123772,0
6.49,22,1.7,174090,1
17.86,,73.1,14100,0
8.9,,80,,0
19.24,15,32.2,49474,10
10.99,70,60.9,356501,0
12.53,22,40.2,,1
11.86,,6.8,,0
16.2,62,55.5,117260,0
12.69,,83.1,63429,0
6.03,,22.8,,0
11.53,,90.6,353591,0
12.49,51,40.2,231803,0
6.39,,35.6,36209,0
13.98,54,60.4,395571,0
13.43,50,86.1,,0
19.52,,49.5,12379,0
15.96,,90.5,,0
6.99,,40.2,35618,0
7.49,52,60.1,279909,0
10.99,20,62.8,101568,1
8.9,,74.9,47956,0
12.69,26,86.5,304616,0
16.59,,40.6,55028,0
15.31,,75.3,205838,0
15.77,,55.9,14767,0
6.92,,30.2,297935,0
14.65,,88.8,193180,0
18.55,,77.8,93790,0
9.17,,66.9,24267,0
16.02,,94.8,,0
7.69,,96.2,315155,0
14.65,47,37.3,62605,0
12.59,2,48.4,252867,2
20.8,0,99.4,99999,1
11.53,26,42,269807,0
12.99,,72.1,31461,0
10.99,,96.1,121824,0
12.85,18,67,29128,1
13.11,53,0.4,,0
12.99,6,62.8,140120,1
6.99,77,20.8,,0
10.16,21,94.1,31522,1
22.95,,97.3,15446,0
13.99,24,51.3,125178,0
11.44,,58.2,22944,0
14.16,,57.7,6410,0
13.53,30,27.4,90142,0
10.99,,40.2,43974,0
20.2,37,61.6,107119,0
15.31,81,77.7,9874,0
15.61,43,44.6,43843,0
12.12,72,46.5,244598,0
10.99,,30.7,346729,0
12.29,37,49.6,184935,0
23.43,27,41.4,263622,0
6.49,,34.6,393114,0
16.55,,41.8,62327,0
12.69,33,42.5,44372,0
6.24,51,63.4,325753,0
8.39,7,38.1,156863,1
16.95,15,,,4
17.57,28,78.1,111779,0
14.65,21,93.5,53427,1
14.65,33,66.4,39770,0
11.99,41,79.8,83992,0
9.17,67,90.8,45705,0
11.22,,77.7,154715,0
8.18,,58,10622,0
25.99,8,72.9,157677,1
15.61,37,43.3,50732,0
19.19,,89.1,159637,0
16.24,30,44.7,105230,0
18.3,27,89.5,,0
15.61,,91.5,140162,0
23.99,,78,29110,0
18.49,65,8.7,28433,0
15.41,,58,12604,0
18.25,39,77.7,63614,0
11.99,,68.2,30343,0
17.04,81,68.9,,0
13.11,25,72.4,130162,0
15.61,,56.7,208629,0
11.67,,47.5,87528,0
17.57,,35,20557,11
6.03,,1,302985,0
6.49,,32.6,521955,0
19.97,46,85,27811,0
7.89,69,64.3,17559,0
6.89,,57,163601,0
15.22,13,64.4,35499,2
7.89,72,40.7,31809,0
10.15,,84.5,110150,0
7.62,,37.9,148546,0
18.54,,46,22707,0
9.49,,39,37024,0
14.65,,67.4,72299,0
10.49,,97.4,518245,0
12.99,64,49.8,221882,0
15.61,,51.2,30020,0
15.99,57,94.9,341832,0
8.18,,70,385558,0
9.99,36,57,253022,1
15.99,,21.9,7360,0
10.99,,73.3,152015,0
6.49,16,27.1,107785,1
13.11,,53.1,8339,0
15.22,,45.2,53302,0
13.33,,69.9,243885,0
6.24,,39.1,35621,0
13.18,,84.5,72814,0
10.15,,25.8,27155,0
17.27,,82.3,28263,0
19.52,,56.5,68867,0
18.25,,62.7,17774,0
10.99,,57.8,133804,0
10.99,,77.5,529110,0
15.61,,67.2,61613,0
7.89,18,43.7,10012,1
15.31,12,64.1,110082,14
13.33,,36,106804,0
17.57,9,34.9,314230,2
18.49,,74.5,15568,0
11.99,30,65.5,200302,0
12.73,21,14.4,,1
13.33,,10.8,23652,0
17.14,,54,38822,0
15.61,14,49,337324,1
9.17,13,99.9,46403,1
6.89,,40.1,108887,0
10.99,1,34.6,841012,1
14.31,,83.5,260425,0
8.18,29,35.4,126087,0
19.19,28,22.9,175466,0
20.2,,34.1,192030,0
6.68,36,68,275859,0
12.99,14,61.3,19232,4
13.98,,51.8,30239,0
15.61,,95,214389,0
9.17,,93.9,174439,0
17.57,23,61.8,89373,1
13.65,4,47.7,277990,4
7.88,,28,,0
12.69,2,21.6,15908,1
13.35,11,26.5,18441,1
19.22,16,76.5,35614,1
12.99,26,87.9,220285,0
22.9,,75.1,295356,0
6.49,50,40.2,424713,0
17.76,43,63.2,10631,0
17.77,35,41.4,49719,0
12.29,21,42.6,317695,1
15.61,75,50.6,260345,0
8.9,,19.5,3755,0
12.99,15,24.7,,1
10.49,,39,144662,0
8.9,,0.8,,0
8.9,,89.9,591686,0
13.11,80,84.5,296480,0
10.99,36,90.8,34019,0
7.69,,38.9,87614,0
17.57,,89.5,21845,0
12.49,,28.8,1956,0
9.17,,80.9,11483,0
12.69,14,42.8,392802,1
6.68,28,23.1,45412,0
12.99,,69.4,11833,0
11.99,,57.4,163643,0
7.12,,45.8,35578,0
24.5,,89.6,37889,0
9.99,19,37,54077,3
21.18,12,55.8,49518,1
7.89,48,53.4,26233,0
13.11,46,69.2,41728,0
9.17,67,16.2,45993,0
15.61,6,59.6,95827,1
13.99,73,61.7,38010,0
19.99,,61,52283,0
13.99,32,37.2,92517,0
7.89,72,65.9,167309,0
16.29,26,29.1,9300,0
21.15,,94.6,209700,0
7.62,,52.1,22555,0
8,,44.1,,0
18.25,,73.3,13820,0
13.66,,65.7,24584,0
7.26,,45.2,163956,0
7.89,2,29.2,18047,1
13.99,,43.7,47819,0
16.99,46,15.2,199675,0
16.55,,96.6,86557,0
25.83,,35.1,27839,0
13.67,,76.3,517295,0
9.99,23,90.2,210777,1
15.61,29,17.7,546248,0
13.66,,67.3,182785,0
19.99,76,68.9,59180,0
16.99,41,75.4,19617,0
8.18,53,49,172112,0
8.19,,77.6,296764,0
19.05,,77,8098,0
16.49,43,7.2,226825,0
17.86,,81.5,332500,0
16.99,,53.7,11440,0
11.89,41,52.1,,0
11.99,,75.5,63652,0
10.15,82,28.8,20711,0
9.17,,11,2622,0
8.59,,3.9,,0
19.99,10,91.8,449596,3
17.57,6,92.7,447585,3
12.12,,36.4,21209,0
12.29,11,57.1,23360,1
9.99,55,19.5,25448,0
13.65,59,68.2,403643,0
9.99,,15.3,344024,0
22.99,73,90.8,19636,0
14.33,,35.1,37919,0
11.99,,62.2,24901,0
18.25,15,56.9,181664,1
13.99,23,85.9,210293,1
18.99,50,69.7,31952,0
12.29,19,89.3,291427,1
17.86,,69.8,20469,0
19.05,49,50.5,66293,0
8.9,24,74.6,74532,0
9.17,39,48.1,180104,0
23.4,39,70.7,6643,0
18.25,,97.1,22930,0
11.14,6,26.6,259694,2
11.67,,35.3,181470,0
6.24,11,29.2,57555,2
11.67,,37.4,45466,0
14.99,,95.2,10154,0
10.75,,16.6,,0
18.84,,64.3,25575,0
17.86,,70.2,46012,0
18.49,,79,20634,0
7.12,,48,36692,0
20.99,31,54.2,211785,0
18.55,,64.4,64791,0
10.99,,55,137436,0
13.11,,43,24396,0
19.52,,84.8,21091,0
8.39,72,31.4,20337,0
28.99,26,51.2,140328,0
25.89,5,3.8,9176,1
16.99,,72.6,181329,0
13.23,,44.7,,0
16.99,7,44.9,30235,1
9.99,,86.3,360734,0
15.61,6,63.3,368355,3
17.86,27,21.3,6245,0
14.27,47,39.5,,0
12.29,,42.3,121095,0
13.99,23,93.3,515535,1
19.72,37,58.7,89979,0
8.88,7,35.7,,1
13.33,,77.2,179775,0
10.99,8,62.9,39333,2
11.14,32,34,117733,0
13.99,,60.2,256334,0
11.99,,74.7,116159,0
12.49,35,19.1,159399,0
13.33,,55,195419,0
12.29,67,12.1,207903,0
20.49,14,93.6,180346,1
15.61,,83,8887,0
10.99,14,46.8,39588,4
17.57,60,34.6,11097,0
22.7,,92.7,708007,0
9.99,23,81.8,367204,1
7.69,42,20.3,30830,0
20.2,55,67.4,41227,0
13.18,,48.9,107307,0
20.31,,66.7,50800,0
16.55,,66.2,8540,0
6.39,,58,232362,0
6.89,19,21.8,116963,1
16.99,,58.4,112000,0
19.47,52,85.9,184048,0
6.03,,27.2,329825,0
16.99,,8.6,5227,0
8.49,15,29.6,78206,1
13.66,13,83.9,222572,1
18.25,49,62.7,138406,0
7.89,68,33.9,162228,0
5.32,,55,116680,0
14.31,,91.8,18539,0
12.29,,84.7,515402,0
11.71,,29.9,,0
12.29,42,77.9,402724,0
13.98,36,40.4,7693,0
14.31,,46,3302,0
12.99,24,70.9,206078,0
12.99,38,33,16279,0
14.31,,43.2,21917,0
12.88,9,41.3,8175,1
7.89,,65.8,502564,0
9.99,34,36.4,28936,0
16.49,9,60.7,57441,1
24.08,12,84.8,40431,1
9.17,,86.6,118374,0
19.72,,74.7,44909,0
18.25,4,4.5,135113,1
13.23,,50.9,,0
17.57,,42,56482,0
20.99,51,57.1,203038,0
8.9,63,66.8,339142,0
17.57,,68.9,154311,0
6.03,,37.6,73287,0
12.49,16,53.2,21505,5
12.69,17,10.3,10791,1
17.1,,87.8,10857,0
11.67,,24.5,11580,0
10.99,,69.5,,0
10.49,77,92.2,90180,0
12.99,6,87.6,484589,2
17.77,,96.2,112476,0
5.32,45,17,133358,0
13.33,11,41.7,53478,3
6.24,,16.7,32469,0
7.49,42,32.1,,0
14.99,,80.9,30726,0
16.99,45,55.8,636072,0
11.49,,32.9,337889,0
13.65,,38.5,79216,0
13.65,7,78.1,28158,1
23.76,66,24.2,10572,0
19.52,,81.4,7575,0
25.57,12,80.1,64440,5
23.99,60,59.4,180583,0
15.21,,71.1,,0
15.61,,26.3,8716,0
13.33,66,63.9,12111,0
9.17,,72.6,723658,0
8.9,7,7.5,,1
9.99,22,60,10680,1
23.43,,62.2,54383,0
19.99,,81.1,87076,0
19.47,64,70.4,25709,0
16.29,,76.3,37243,0
12.29,,53,6565,0
9.99,34,53.2,18251,0
6.62,,26.9,20497,0
14.09,36,56.7,9026,0
9.99,,46.7,114549,0
6.24,,27.9,27437,0
9.99,,21.3,95853,0
8.18,38,68.6,535152,0
6.89,,48.3,19412,0
16.55,,0,32443,0
18.75,28,46.3,188075,0
16.55,9,46,140262,1
8.39,,70.9,37537,0
20.99,29,88.1,197078,0
13.65,31,95.7,73540,0
9.17,69,53,14099,0
16.55,72,55,53932,0
16.55,36,80.5,26515,0
17.57,43,87.6,156948,0
15.99,29,81.6,291545,0
19.97,12,75.3,92488,1
23.99,20,33.2,32349,2
20.8,,83.8,575003,0
13.99,16,74.1,336124,1
24.99,73,52.2,79626,0
9.62,,89.6,,0
12.35,,80.2,187511,0
8.9,54,56.5,275583,0
10.49,8,22.3,52415,1
9.17,36,36.2,26462,0
10.99,67,72.7,402107,0
10.15,,74.8,261868,0
10.16,,84.3,34946,0
12.69,,74.9,69697,0
7.88,,55.7,,0
19.97,52,94.1,41009,0
13.35,,67.2,88191,0
17.14,12,84.9,40759,1
14.16,,91.3,12595,0
12.85,18,56.6,205255,2
7.89,29,56.8,454776,0
11.99,,25.5,229138,0
16.29,,65,45273,0
13.18,76,99.1,15502,0
15.65,37,9.2,,0
19.47,,77.2,75706,0
24.89,56,89.7,213815,0
12.53,59,83.5,,0
10.99,,69.2,187897,0
11.99,,94.3,29242,0
11.67,,70.1,120934,0
7.26,,11.1,192994,0
17.57,,96.9,174425,0
17.57,,72.7,7398,0
16.29,76,90.8,52952,0
14.09,,77.9,,0
9.49,11,74.2,244923,1
19.99,,54.4,56399,0
9.17,,16.8,30122,0
8.18,12,6.1,11605,1
11.22,46,61.6,173655,0
16.99,,31.2,172591,0
16.49,29,45.2,210725,0
10.15,,60,477034,0
13.99,55,46.3,49734,0
20.2,78,55.3,10331,0
6.03,,33.7,184857,0
13.98,,40.4,93947,0
10.99,16,59,319244,1
7.88,,33.8,,0
13.33,,26.5,23138,0
18.25,,99,369697,0
8.67,,64.7,16639,0
8.39,80,40.7,117468,0
9.17,,36.5,233335,0
6.89,,31.1,26885,0
17.57,,43,84006,0
16.55,45,91.7,64572,0
16.29,12,48.8,38262,1
10.99,,4.3,53191,0
20.99,37,45.4,34642,0
18.25,19,39.9,196187,1
7.89,67,30.8,668390,0
15.59,,73,18660,0
12.29,47,36.1,552280,0
12.12,6,54.6,68291,1
21.99,21,47.6,280544,1
16.55,65,35.7,21190,0
7.69,,77,173570,0
9.99,,76,794344,0
15.96,42,54.7,,0
14.47,7,49.8,30096,1
7.49,42,60.2,162938,0
12.99,,52.3,46483,0
13.99,9,49.3,211023,1
11.53,,50.2,79251,0
15.59,26,89.5,160252,0
18.99,,58.6,33245,0
12.99,35,44.1,19820,0
12.35,18,92.7,247096,1
13.33,,53.2,35946,0
14.31,,86.8,58615,0
12.69,9,68,69252,1
18.84,71,80.9,191691,0
22.2,45,54.9,66711,0
10.16,,70.1,,0
20.99,32,48.9,529199,0
14.98,62,66,22579,0
13.11,59,49.4,285207,0
21.98,16,75.7,98985,1
17.77,2,20.2,161285,1
10.99,24,48.7,160678,0
10.15,23,67,53304,1
11.71,44,73.4,,0
9.91,27,48.5,,0
14.65,,54.7,24736,0
6.39,6,65.1,259112,5
6.24,,53.8,176959,0
10.99,57,81.7,3676,0
7.62,6,54.4,805972,1
15.61,80,35.1,380463,0
9.67,,47.4,227384,0
12.69,15,9.7,116991,1
5.32,,17.2,31050,0
9.17,,100.1,23021,0
16.99,,72.2,165871,0
17.27,,86.5,14126,0
11.44,,72.5,357736,0
18.25,68,60.4,82004,0
10.91,0,79.6,,0
7.26,,15.1,6913,0
8.19,13,29.4,243175,1
13.67,39,50,217691,0
17.57,,72.9,153856,0
8.67,,63.7,83273,0
8.18,,71.7,222219,0
13.98,,63.2,5938,0
13.99,20,79.3,86997,1
27.31,,42.9,48217,0
12.99,26,96.5,42889,0
21.49,,80.2,426083,0
16.99,40,43.1,90263,0
8.9,,76.2,,0
10.99,,78.3,287263,0
13.99,25,73,218436,0
10.99,21,16.3,30422,1
12.99,23,53,54139,1
8.67,,33.8,151386,0
8.39,66,19.9,73146,0
8.18,31,66.7,49953,0
14.64,,34.4,31687,0
14.65,25,56,17319,0
7.89,,14.4,21873,0
13.53,,79.9,154073,0
14.65,,46.7,2943,0
13.12,0,82.9,,0
8.18,47,47.3,32717,0
12.69,,23.6,255241,0
17.57,,78.5,255044,0
8.18,,60.9,40447,0
12.12,,51.1,231115,0
14.31,6,86.6,18255,5
17.86,45,0,2414,0
13.99,14,69.9,54292,1
7.9,37,60.1,278608,0
10.99,58,69.7,45542,0
7.62,,53.4,193586,0
17.57,6,75.2,145346,1
13.99,15,36.4,25721,1
13.98,6,79.2,229132,4
12.29,,39.6,111054,0
15.1,,53,125850,0
7.26,52,49.9,34766,0
15.61,,69.6,19935,0
16.99,16,56.8,20265,1
13.49,,55.1,,0
20.99,,94.9,10141,0
16.55,51,37.3,106178,0
13.99,,45.9,11241,0
15.61,59,64,17865,0
12.12,6,45.7,108888,1
9.99,43,72.3,441357,0
14.16,18,72.3,215547,1
14.09,57,49,208377,0
18.24,,69.2,294463,0
17.57,,53.5,116093,0
7.89,32,45.3,11724,0
17.77,34,48.2,360758,0
6.03,,23.9,281188,0
9.17,,95.3,36951,0
21,73,73.3,107577,0
13.66,,19,23420,0
7.89,,12.5,406372,0
13.99,,57.2,163590,0
7.62,28,53.8,179279,0
7.91,,22.9,22263,0
21.67,,66.2,195688,0
7.69,14,71.9,26479,1
9.99,,54.7,102626,0
19.97,4,34,67679,1
15.61,23,51,3434,6
19.52,,54.1,59631,0
10.99,13,40.6,,1
13.67,2,24.2,168610,2
14.99,17,44.3,100681,1
18.24,,74.5,14714,0
18.99,45,34,42632,0
8.18,21,35.1,13902,1
13.98,16,78.3,235091,3
14.09,36,87,324848,0
21.6,,75.3,44727,0
15.99,,51.3,,0
10.25,,65.1,,0
15.61,4,44.8,192372,1
15.99,51,93.3,57566,0
11.44,,30.6,318912,0
9.99,,50.1,46343,0
9.49,27,46.2,207047,0
9.99,32,66.9,82921,0
9.67,55,9.7,184005,0
18.25,35,23.8,79422,0
20.99,7,37.7,64818,9
7.88,20,25.6,,1
17.77,39,50.3,75183,0
13.98,25,67.9,43436,0
15.31,51,39.9,50835,0
19.99,21,46.1,34237,1
12.29,21,73,242371,1
16.55,9,13.7,230482,1
7.89,,25.4,104434,0
9.99,4,35.9,113063,2
12.85,,98.5,330002,0
7.9,36,68.4,,0
12.29,31,23.9,319778,0
13.35,10,89.2,300738,3
15.31,,47.9,119252,0
21.48,36,0,89473,0
21.67,,75.2,85949,0
7.12,,16.3,26410,0
13.35,,80,256259,0
14.99,20,35.3,157847,1
16.99,37,51.4,334615,0
14.65,23,68.7,29084,1
13.53,19,70.5,43482,1
16.99,32,41.5,256121,0
16.99,34,94.5,38444,0
16.99,20,64.8,139023,1
14.09,,66.2,21380,0
11.44,,38.5,215783,0
21.7,12,47,55817,3
6.49,30,37,157183,0
8.39,,82.5,36229,0
19.99,11,80.1,205720,2
14.65,8,76.6,324574,3
10.15,,42.5,170765,0
10.65,,39.9,,0
6.24,,17.3,12481,0
18.49,,47.3,111060,0
8.18,,40.2,4870,0
17.99,34,78.9,,0
14.47,,45.2,273027,0
8.18,23,21.7,2081,1
15.8,,83.9,30776,0
19.05,,93.3,63556,0
9.67,32,28.7,266664,0
23.63,39,83.4,7091,0
13.33,60,44.6,11006,0
15.1,13,46.8,23816,3
9.99,,35.9,227662,0
13.99,,81.7,48417,0
9.17,28,80,44157,0
7.89,28,80.5,27203,0
17.86,68,75.6,3932,0
15.61,48,47.7,24283,0
13.33,32,25,17454,0
17.99,,84.9,,0
11.53,25,63.9,130301,0
13.98,35,32,4988,0
9.17,29,75.9,309284,0
12.39,14,29.4,8023,1
7.89,31,62.3,75022,0
9.71,,17,138274,0
13.35,,80.2,31481,0
18.25,24,46.3,34144,0
16.99,38,39.5,286183,0
11.99,13,46.8,20084,7
9.99,23,15.7,85507,1
12.29,16,49.5,59196,1
24.08,,86.4,48107,0
16.29,,69.7,65628,0
17.57,74,82.2,33609,0
15.61,76,50.8,44850,0
11.99,,46.6,223953,0
13.35,,35.1,56057,0
14.98,51,57.8,86988,0
20.31,,69.7,264715,0
11.48,40,44.2,,0
13.35,48,94.6,24328,0
14.33,,92.2,32579,0
6.03,,10.9,20216,0
12.99,,74.6,12142,0
16.99,14,3.9,18797,1
18.55,14,66.3,37172,1
6.03,,34,140336,0
15.61,,62.2,20267,0
18.55,37,48.2,65647,0
13.61,50,45.5,,0
10.99,,51.8,107891,0
24.99,,69.7,14732,0
10.99,,47.4,45741,0
9.67,48,43.4,15326,0
